id,function,function_num
WP_000868187.1 MULTISPECIES: 50S ribosomal protein L36 [Bacteria],unknown_function,9
WP_000868321.1 T3SS effector EspY2 [Escherichia coli],no_hit,11
WP_000869160.1 bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE [Escherichia coli],no_hit,11
WP_000870710.1 MULTISPECIES: pyrimidine 5'-nucleotidase [Enterobacteriaceae],other,6
WP_000870913.1 MULTISPECIES: sulfoquinovose isomerase [Enterobacteriaceae],no_hit,11
WP_000871478.1 beta-glucosidase BglX [Escherichia coli],head_and_packaging,5
WP_000871982.1 MULTISPECIES: YbhQ family protein [Enterobacteriaceae],lysis,1
WP_000872005.1 MULTISPECIES: type 1 fimbria minor subunit FimG [Gammaproteobacteria],no_hit,11
WP_000872798.1 N-methyl-L-tryptophan oxidase [Escherichia coli],no_hit,11
WP_000872908.1 MULTISPECIES: ribonuclease E activity regulator RraA [Gammaproteobacteria],no_hit,11
WP_000873809.1 efflux RND transporter periplasmic adaptor subunit [Escherichia coli],no_hit,11
WP_000873894.1 MULTISPECIES: deoxyribonuclease IV [Enterobacteriaceae],no_hit,11
WP_000874227.1 MULTISPECIES: methionine ABC transporter substrate-binding lipoprotein MetQ [Enterobacteriaceae],other,6
"WP_000874362.1 DUF1737 domain-containing protein, partial [Escherichia coli]",connector,3
WP_000874536.1 DNA utilization protein HofM [Escherichia coli],no_hit,11
WP_000874954.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],no_hit,11
WP_000875023.1 MULTISPECIES: YccS family putative transporter [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000875215.1 MULTISPECIES: GDP-perosamine synthase RfbE/PerA [Escherichia],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000875246.1 MULTISPECIES: EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein [Enterobacteriaceae],unknown_function,9
WP_000875487.1 MULTISPECIES: protein CreA [Enterobacteriaceae],no_hit,11
WP_000876002.1 two-component system sensor histidine kinase RcsC [Escherichia coli],no_hit,11
WP_000876292.1 MULTISPECIES: lipopolysaccharide assembly protein LapA [Enterobacteriaceae],lysis,1
WP_000876770.1 MULTISPECIES: fimbrial protein [Enterobacteriaceae],tail,2
WP_000877099.1 MULTISPECIES: YceH family protein [Enterobacteriaceae],no_hit,11
WP_000877161.1 MULTISPECIES: macrodomain Ter protein MatP [Enterobacteriaceae],no_hit,11
WP_000877779.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000878140.1 MULTISPECIES: DUF1428 domain-containing protein [Enterobacteriaceae],no_hit,11
WP_000878903.1 MULTISPECIES: ketose-bisphosphate aldolase [Enterobacteriaceae],other,6
WP_000879194.1 MULTISPECIES: hexose-6-phosphate:phosphate antiporter [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000879314.1 copper homeostasis membrane protein CopD [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000879706.1 MULTISPECIES: flagellar basal body P-ring formation chaperone FlgA [Enterobacteriaceae],tail,2
WP_000880182.1 MULTISPECIES: imidazole glycerol phosphate synthase subunit HisF [Enterobacteriaceae],no_hit,11
WP_000880885.1 MULTISPECIES: type II Zorya anti-phage system protein ZorA2 [Enterobacteriaceae],unknown_function,9
WP_000880924.1 DNA repair protein RecN [Escherichia coli],no_hit,11
WP_000882561.1 fimbrial-like protein [Escherichia coli],no_hit,11
WP_000882987.1 MULTISPECIES: phage late control D family protein [Escherichia],tail,2
WP_000883037.1 MULTISPECIES: glutaminase A [Enterobacteriaceae],no_hit,11
WP_000883120.1 MULTISPECIES: NO-inducible flavohemoprotein [Enterobacteriaceae],no_hit,11
WP_000883400.1 MULTISPECIES: divalent cation tolerance protein CutA [Enterobacteriaceae],no_hit,11
WP_000884361.1 MULTISPECIES: cytochrome ubiquinol oxidase subunit I [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000884589.1 MULTISPECIES: DNA-binding transcriptional regulator DecR [Enterobacteriaceae],no_hit,11
WP_000884642.1 acetyl-CoA carboxylase biotin carboxylase subunit [Escherichia coli],no_hit,11
WP_000884708.1 flagellar basal body rod protein FlgB [Escherichia coli],head_and_packaging,5
WP_000884972.1 MULTISPECIES: DNA oxidative demethylase AlkB [Enterobacteriaceae],no_hit,11
WP_000885016.1 NAAT family transporter MarC [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000885203.1 DUF3024 domain-containing protein [Escherichia coli],no_hit,11
WP_000885242.1 CDI system immunity protein CdiI-o11 [Escherichia coli],no_hit,11
WP_000885454.1 MULTISPECIES: LysR family transcriptional regulator [Enterobacteriaceae],no_hit,11
WP_000885630.1 tail fiber assembly protein [Escherichia coli],tail,2
WP_000885806.1 MbtH family protein [Escherichia coli],no_hit,11
WP_000885860.1 flagellar hook protein FlgE [Escherichia coli],tail,2
WP_000886053.1 tRNA-modifying protein YgfZ [Escherichia coli],no_hit,11
WP_000886683.1 MULTISPECIES: serine--tRNA ligase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
"WP_000886884.1 3'(2'),5'-bisphosphate nucleotidase CysQ [Escherichia coli]",no_hit,11
WP_000887453.1 YdaS family helix-turn-helix protein [Escherichia coli],no_hit,11
WP_000887629.1 MULTISPECIES: alkyl hydroperoxide reductase subunit F [Enterobacteriaceae],no_hit,11
WP_000888654.1 MULTISPECIES: L-ribulose-5-phosphate 4-epimerase [Enterobacteriaceae],no_hit,11
WP_000888740.1 MULTISPECIES: colanic acid biosynthesis acetyltransferase WcaB [Enterobacteriaceae],no_hit,11
WP_000890002.1 tRNA pseudouridine(65) synthase TruC [Escherichia coli],no_hit,11
WP_000890958.1 phosphatidate cytidylyltransferase [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000891353.1 MULTISPECIES: lipopolysaccharide assembly protein LapB [Enterobacteriaceae],no_hit,11
WP_000891404.1 MULTISPECIES: envelope stress response protein PspG [Enterobacteriaceae],lysis,1
WP_000891515.1 MULTISPECIES: multidrug efflux pump accessory protein AcrZ [Enterobacteriaceae],unknown_function,9
WP_000891564.1 MULTISPECIES: lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase [Enterobacteriaceae],no_hit,11
WP_000891621.1 MULTISPECIES: hydrolase [Enterobacteriaceae],no_hit,11
WP_000891683.1 MULTISPECIES: molybdenum ABC transporter ATP-binding protein ModC [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000891843.1 AraC family transcriptional regulator [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000892044.1 MULTISPECIES: AI-2E family transporter [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000893282.1 glutamate-5-semialdehyde dehydrogenase [Escherichia coli],no_hit,11
WP_000893613.1 phosphate regulon sensor histidine kinase PhoR [Escherichia coli],integration_and_excision,10
WP_000893994.1 MULTISPECIES: YshB family small membrane protein [Bacteria],lysis,1
WP_000894166.1 MULTISPECIES: IclR family transcriptional regulator [Enterobacteriaceae],unknown_function,9
WP_000895624.1 MULTISPECIES: TerC family protein [Enterobacteriaceae],unknown_function,9
WP_000896498.1 MULTISPECIES: F0F1 ATP synthase subunit gamma [Enterobacteriaceae],no_hit,11
WP_000897378.1 MULTISPECIES: translesion error-prone DNA polymerase V autoproteolytic subunit [Enterobacteriaceae],no_hit,11
WP_000899007.1 bifunctional acyl-ACP--phospholipid O-acyltransferase/long-chain-fatty-acid--ACP ligase [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000899522.1 MULTISPECIES: anaerobic C4-dicarboxylate transporter DcuB [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000899600.1 MULTISPECIES: envelope biogenesis factor ElyC [Enterobacteriaceae],no_hit,11
WP_000900547.1 SopA family protein [Escherichia coli],no_hit,11
WP_000900990.1 YdbH family protein [Escherichia coli],tail,2
WP_000901098.1 MULTISPECIES: VOC family protein [Gammaproteobacteria],no_hit,11
WP_000901365.1 MULTISPECIES: protein MgtS [Enterobacteriaceae],unknown_function,9
WP_000902001.1 PTS sugar transporter subunit IIA [Escherichia coli],other,6
WP_000902780.1 MULTISPECIES: inorganic phosphate transporter PitA [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000903148.1 MULTISPECIES: ion channel protein [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000903376.1 sulfurtransferase complex subunit TusB [Escherichia coli],connector,3
"WP_000904134.1 RusA family crossover junction endodeoxyribonuclease, partial [Escherichia coli]",unknown_function,9
WP_000904442.1 MULTISPECIES: sulfurtransferase TusE [Gammaproteobacteria],no_hit,11
WP_000904502.1 MULTISPECIES: SPFH domain-containing protein [Enterobacteriaceae],other,6
WP_000904674.1 MULTISPECIES: helix-turn-helix transcriptional regulator [Enterobacteriaceae],transcription_regulation,7
WP_000904930.1 MULTISPECIES: recombinase family protein [Enterobacteriaceae],transcription_regulation,7
WP_000905082.1 recombinase family protein [Escherichia coli],no_hit,11
WP_000905091.1 MULTISPECIES: recombinase family protein [Enterobacteriaceae],no_hit,11
WP_000905124.1 MULTISPECIES: site-specific DNA recombinase [Escherichia],no_hit,11
WP_000905372.1 MULTISPECIES: pantoate--beta-alanine ligase [Enterobacteriaceae],no_hit,11
WP_000905780.1 MULTISPECIES: preprotein translocase subunit SecA [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000906203.1 MULTISPECIES: peroxide stress protein YaaA [Enterobacteriaceae],no_hit,11
WP_000906298.1 putative aminohydrolase SsnA [Escherichia coli],no_hit,11
WP_000906325.1 MULTISPECIES: flagellar motor stator protein MotA [Escherichia],no_hit,11
WP_000906486.1 MULTISPECIES: carbon storage regulator CsrA [Gammaproteobacteria],transcription_regulation,7
WP_000906744.1 DUF5507 domain-containing protein [Escherichia coli],unknown_function,9
WP_000906806.1 MULTISPECIES: MipA/OmpV family protein [Enterobacteriaceae],no_hit,11
WP_000906970.1 MULTISPECIES: HTH-type transcriptional regulator MalT [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000907085.1 MULTISPECIES: YheU family protein [Pseudomonadota],no_hit,11
WP_000907234.1 MULTISPECIES: YebC/PmpR family DNA-binding transcriptional regulator [Enterobacteriaceae],no_hit,11
WP_000907387.1 MULTISPECIES: envelope stress response membrane protein PspC [Enterobacteriaceae],no_hit,11
WP_000907465.1 major capsid protein [Escherichia coli],no_hit,11
WP_000907623.1 molybdopterin-guanine dinucleotide biosynthesis protein MobB [Escherichia coli],other,6
WP_000907770.1 sn-glycerol 3-phosphate ABC transporter ATP binding protein UgpC [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000907999.1 Fe-S cluster assembly protein SufD [Escherichia coli],no_hit,11
WP_000908554.1 MULTISPECIES: N-acetyltransferase [Enterobacteriaceae],other,6
WP_000910392.1 heme ABC transporter permease ShuU/ChuU [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000911112.1 MULTISPECIES: oligopeptide ABC transporter permease OppB [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000911140.1 autoinducer 2 ABC transporter permease LsrC [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000912298.1 MULTISPECIES: Cro/CI family transcriptional regulator [Escherichia],transcription_regulation,7
WP_000912351.1 cysteine--tRNA ligase [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000912479.1 hypothetical protein [Escherichia coli],no_hit,11
WP_000912551.1 MULTISPECIES: type IV pilus biogenesis protein PilP [Enterobacteriaceae],connector,3
WP_000912588.1 DUF2713 family protein [Escherichia coli],unknown_function,9
WP_000912716.1 MULTISPECIES: 5-oxoprolinase subunit PxpC [Enterobacteriaceae],no_hit,11
WP_000913396.1 MULTISPECIES: rod shape-determining protein MreB [Enterobacterales],no_hit,11
WP_000915707.1 electron transport complex subunit RsxC [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000916078.1 hydrogenase 4 subunit H [Escherichia coli],no_hit,11
WP_000916267.1 thiamine ABC transporter ATP-binding protein ThiQ [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000916763.1 MULTISPECIES: DNA polymerase III subunit theta [Enterobacteriaceae],transcription_regulation,7
WP_000917117.1 MULTISPECIES: ADP-ribose diphosphatase [Enterobacteriaceae],other,6
WP_000917172.1 MULTISPECIES: phage tail protein [Enterobacteriaceae],connector,3
WP_000917208.1 MULTISPECIES: non-heme ferritin [Enterobacteriaceae],no_hit,11
WP_000917735.1 hypothetical protein [Escherichia coli],unknown_function,9
WP_000917750.1 MULTISPECIES: hypothetical protein [Escherichia],unknown_function,9
WP_000917763.1 MULTISPECIES: hypothetical protein [Escherichia],unknown_function,9
WP_000917809.1 MULTISPECIES: DUF4761 family protein [Enterobacteriaceae],no_hit,11
WP_000917883.1 MULTISPECIES: ribonuclease HI [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000918073.1 MULTISPECIES: nitrate/nitrite two-component system sensor histidine kinase NarX [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000918155.1 MULTISPECIES: bifunctional glycosyl transferase/transpeptidase [Enterobacteriaceae],no_hit,11
WP_000918366.1 replicative DNA helicase [Escherichia coli],no_hit,11
WP_000918514.1 amino acid permease [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000918827.1 MULTISPECIES: DNA primase [Enterobacterales],dna_rna_and_nucleotide_metabolism,4
WP_000919165.1 serine hydroxymethyltransferase [Escherichia coli],no_hit,11
WP_000919231.1 MULTISPECIES: dethiobiotin synthase [Enterobacteriaceae],no_hit,11
WP_000919496.1 fimbrial protein [Escherichia coli],no_hit,11
WP_000919571.1 MULTISPECIES: methyl-accepting chemotaxis protein [Enterobacteriaceae],tail,2
WP_000919792.1 MULTISPECIES: phosphoethanolamine transferase EptA [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000920064.1 MULTISPECIES: outer membrane permeability protein SanA [Enterobacteriaceae],no_hit,11
WP_000920132.1 MULTISPECIES: hydroxyisourate hydrolase [Enterobacteriaceae],no_hit,11
WP_000920320.1 cell envelope integrity protein CreD [Escherichia coli],no_hit,11
WP_000920491.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],no_hit,11
WP_000920579.1 MULTISPECIES: phage tail protein [Enterobacteriaceae],no_hit,11
WP_000920789.1 electron transport complex subunit RsxG [Escherichia coli],no_hit,11
WP_000920840.1 MULTISPECIES: L-fucose mutarotase [Enterobacteriaceae],connector,3
WP_000921623.1 nicotinamide mononucleotide deamidase-related protein YfaY [Escherichia coli],no_hit,11
WP_000921791.1 MULTISPECIES: protoheme IX biogenesis protein HemY [Gammaproteobacteria],no_hit,11
WP_000922446.1 MULTISPECIES: phosphatidate cytidylyltransferase [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000922604.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],transcription_regulation,7
WP_000922639.1 MULTISPECIES: arsenite/antimonite:H(+) antiporter ArsB [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000922685.1 DUF808 domain-containing protein [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000922872.1 MULTISPECIES: calcium/sodium antiporter [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000923141.1 MULTISPECIES: phage portal protein [Enterobacteriaceae],head_and_packaging,5
"WP_000923722.1 MULTISPECIES: 1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD [Enterobacteriaceae]",lysis,1
WP_000924289.1 MULTISPECIES: trimeric intracellular cation channel family protein [Gammaproteobacteria],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000924828.1 MULTISPECIES: head-tail connector protein [Enterobacteriaceae],connector,3
WP_000925795.1 MULTISPECIES: lipid asymmetry maintenance ABC transporter permease subunit MlaE [Enterobacteriaceae],lysis,1
"WP_000925977.1 L,D-transpeptidase [Escherichia coli]",no_hit,11
WP_000926441.1 MULTISPECIES: NADH-quinone oxidoreductase subunit M [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000927068.1 MULTISPECIES: colanic acid biosynthesis glycosyltransferase WcaE [Enterobacteriaceae],no_hit,11
WP_000928722.1 MULTISPECIES: rhomboid family intramembrane serine protease GlpG [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000928824.1 MULTISPECIES: threonine export protein RhtC [Gammaproteobacteria],lysis,1
WP_000929189.1 phage terminase small subunit P27 family [Escherichia coli],no_hit,11
WP_000929450.1 DNA-binding transcriptional regulator CdaR [Escherichia coli],no_hit,11
WP_000929717.1 ethanolamine utilization protein EutJ [Escherichia coli],no_hit,11
WP_000930891.1 MULTISPECIES: thioesterase family protein [Enterobacteriaceae],no_hit,11
WP_000931343.1 putative frv operon regulatory protein [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000931399.1 galactose-1-epimerase [Escherichia coli],no_hit,11
WP_000932342.1 MULTISPECIES: tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL [Enterobacteriaceae],no_hit,11
WP_000932839.1 MULTISPECIES: 16S rRNA (guanine(527)-N(7))-methyltransferase RsmG [Enterobacterales],other,6
WP_000933060.1 MULTISPECIES: HPr family phosphocarrier protein [Enterobacteriaceae],no_hit,11
"WP_000933281.1 inorganic phosphate transporter PitB, partial [Escherichia coli]",moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000933736.1 MULTISPECIES: bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU [Enterobacteriaceae],no_hit,11
WP_000934041.1 MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpA [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
"WP_000934216.1 MULTISPECIES: alpha,alpha-trehalase [Enterobacteriaceae]",head_and_packaging,5
WP_000934302.1 MULTISPECIES: sigma D regulator [Enterobacteriaceae],no_hit,11
WP_000934391.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],no_hit,11
WP_000934822.1 MULTISPECIES: protein translocase subunit SecD [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000934920.1 MULTISPECIES: archaetidylserine decarboxylase [Enterobacteriaceae],no_hit,11
WP_000934978.1 MULTISPECIES: A24 family peptidase [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000935036.1 MULTISPECIES: hemolysin family protein [Enterobacteriaceae],no_hit,11
WP_000935219.1 L-tartrate utilization transcriptional activator TtdR [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000935347.1 N-acetyl-gamma-glutamyl-phosphate reductase [Escherichia coli],no_hit,11
WP_000935548.1 site-specific DNA-methyltransferase [Escherichia coli],other,6
WP_000935759.1 MULTISPECIES: type III secretion system LEE translocon pore-forming subunit EspD [Enterobacteriaceae],tail,2
WP_000936028.1 glutathione ABC transporter permease GsiC [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000936361.1 MULTISPECIES: 23S rRNA pseudouridine(2604) synthase RluF [Enterobacteriaceae],no_hit,11
WP_000936635.1 MULTISPECIES: response regulator transcription factor [Enterobacteriaceae],transcription_regulation,7
WP_000936844.1 MULTISPECIES: helix-turn-helix transcriptional regulator [Enterobacteriaceae],transcription_regulation,7
WP_000936917.1 oligopeptidase B [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000937658.1 protein YtfI [Escherichia coli],unknown_function,9
WP_000937887.1 exodeoxyribonuclease VII large subunit [Escherichia coli],integration_and_excision,10
WP_000937974.1 DEAD/DEAH box helicase [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000938118.1 type III secretion system effector EspK [Escherichia coli],unknown_function,9
WP_000938855.1 MULTISPECIES: dipeptide ABC transporter permease DppB [Enterobacteriaceae],no_hit,11
WP_000939222.1 lipoprotein YdjY [Escherichia coli],no_hit,11
WP_000939317.1 MULTISPECIES: DUF1971 domain-containing protein YeaR [Enterobacteriaceae],connector,3
WP_000939394.1 MULTISPECIES: taurine ABC transporter ATP-binding subunit [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000939738.1 MULTISPECIES: fluoride efflux transporter CrcB [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000940018.1 MULTISPECIES: tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ [Enterobacteriaceae],other,6
WP_000940104.1 YjaG family protein [Escherichia coli],no_hit,11
WP_000940121.1 MULTISPECIES: 30S ribosomal protein S5 [Enterobacterales],connector,3
WP_000940500.1 EF-P beta-lysylation protein EpmB [Escherichia coli],no_hit,11
WP_000940595.1 MULTISPECIES: 50S ribosomal protein L27 [Gammaproteobacteria],no_hit,11
WP_000940880.1 ABC transporter ATP-binding protein [Escherichia coli],other,6
WP_000940959.1 hybrid sensor histidine kinase/response regulator [Escherichia coli],no_hit,11
WP_000941052.1 propionate catabolism operon regulatory protein PrpR [Escherichia coli],no_hit,11
WP_000941212.1 MULTISPECIES: 50S ribosomal protein L16 [Enterobacterales],connector,3
WP_000941537.1 anaerobic sulfatase maturase [Escherichia coli],other,6
WP_000941942.1 MULTISPECIES: pyrimidine/purine nucleoside phosphorylase [Gammaproteobacteria],no_hit,11
WP_000942326.1 MULTISPECIES: flagellar biosynthetic protein FliR [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
"WP_000942344.1 MULTISPECIES: 2,3-diphosphoglycerate-dependent phosphoglycerate mutase GpmB [Enterobacteriaceae]",transcription_regulation,7
WP_000942543.1 vancomycin high temperature exclusion protein [Escherichia coli],other,6
WP_000943459.1 MULTISPECIES: disulfide bond formation protein DsbB [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000943570.1 hydroxypyruvate isomerase [Escherichia coli],other,6
WP_000943960.1 MULTISPECIES: glutathionylspermidine synthase family protein [Enterobacteriaceae],no_hit,11
WP_000944101.1 thiazole synthase [Escherichia coli],no_hit,11
WP_000944243.1 exodeoxyribonuclease X [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000945010.1 MULTISPECIES: methylated-DNA--[protein]-cysteine S-methyltransferase [Enterobacteriaceae],no_hit,11
WP_000945390.1 fimbrial biogenesis outer membrane usher protein [Escherichia coli],tail,2
"WP_000945580.1 poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB [Escherichia coli]",head_and_packaging,5
WP_000946218.1 TolC family protein [Escherichia coli],tail,2
WP_000946591.1 fimbrial biogenesis outer membrane usher protein [Escherichia coli],tail,2
WP_000946921.1 exodeoxyribonuclease V subunit gamma [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000947083.1 nickel ABC transporter permease subunit NikB [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000947159.1 MULTISPECIES: magnesium/cobalt transporter CorA [Enterobacteriaceae],no_hit,11
WP_000948454.1 MULTISPECIES: DNA-binding transcriptional repressor RacR [Escherichia],no_hit,11
WP_000948584.1 4Fe-4S dicluster domain-containing protein [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000948724.1 MULTISPECIES: glycerol-3-phosphate transporter [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000948824.1 MULTISPECIES: PTS galactosamine/N-acetylgalactosamine transporter subunit IIA [Enterobacterales],unknown_function,9
WP_000948884.1 Fe-S cluster assembly ATPase SufC [Escherichia coli],other,6
WP_000949265.1 MULTISPECIES: CDP-diacylglycerol--serine O-phosphatidyltransferase [Enterobacteriaceae],no_hit,11
WP_000949511.1 MULTISPECIES: L-ribulose-5-phosphate 3-epimerase UlaE [Enterobacteriaceae],no_hit,11
WP_000950320.1 EAL domain-containing protein [Escherichia coli],unknown_function,9
WP_000950813.1 MULTISPECIES: type III secretion system effector arginine glycosyltransferase NleB2 [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000951026.1 MULTISPECIES: type III secretion system effector kinase NleH1-1 [Escherichia],no_hit,11
WP_000951164.1 MULTISPECIES: phosphodiester glycosidase family protein [Enterobacteriaceae],no_hit,11
WP_000951221.1 biotin synthase BioB [Escherichia coli],no_hit,11
WP_000951276.1 MULTISPECIES: CDF family zinc transporter ZitB [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000951872.1 ribulokinase [Escherichia coli],no_hit,11
WP_000952127.1 MULTISPECIES: PTS sugar transporter subunit IIB [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000952470.1 transcriptional regulator CynR [Escherichia coli],no_hit,11
WP_000952736.1 MULTISPECIES: Sir2 family NAD+-dependent deacetylase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000952959.1 hypothetical protein [Escherichia coli],no_hit,11
WP_000953022.1 type III secretion system effector arginine glycosyltransferase NleB [Escherichia coli],unknown_function,9
WP_000953255.1 MULTISPECIES: type III secretion system LEE inner membrane ring protein EscD [Enterobacteriaceae],other,6
WP_000953272.1 MULTISPECIES: AlpA family transcriptional regulator [Enterobacteriaceae],integration_and_excision,10
WP_000953278.1 MULTISPECIES: protein YgdT [Gammaproteobacteria],no_hit,11
WP_000953364.1 nickel ABC transporter substrate-binding protein [Escherichia coli],no_hit,11
WP_000953457.1 MULTISPECIES: ferric-rhodotorulic acid/ferric-coprogen receptor FhuE [Enterobacteriaceae],tail,2
WP_000954637.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],no_hit,11
WP_000954872.1 MULTISPECIES: bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000955028.1 MULTISPECIES: transporter YfdV [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000955063.1 MULTISPECIES: anaerobic C4-dicarboxylate transporter DcuC [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000955897.1 phosphoenolpyruvate--protein phosphotransferase [Escherichia coli],no_hit,11
WP_000956071.1 MULTISPECIES: NAD-dependent dihydropyrimidine dehydrogenase subunit PreA [Enterobacteriaceae],no_hit,11
WP_000956328.1 MFS transporter [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000956458.1 MULTISPECIES: Hok/Gef family protein [Gammaproteobacteria],lysis,1
WP_000956465.1 MULTISPECIES: type I toxin-antitoxin system toxin HokE [Enterobacteriaceae],lysis,1
WP_000956513.1 vitamin B12 ABC transporter permease BtuC [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000956557.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],other,6
WP_000956642.1 MULTISPECIES: ATPase RavA stimulator ViaA [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000956852.1 Na/Pi cotransporter family protein [Escherichia coli],no_hit,11
WP_000956885.1 MULTISPECIES: sulfate/molybdate ABC transporter ATP-binding protein [Enterobacteriaceae],no_hit,11
WP_000957248.1 MULTISPECIES: IS66 family insertion sequence element accessory protein TnpB [Escherichia],no_hit,11
